person_name,gender
Riccardo Chemello,Male
David Bowers,Male
Tim Kirkby,Male
Denzel Washington,Male
Michael Hoffman,Male
Anthony Fabian,Male
Takashi Shimizu,Male
Daniel Mann,Male
Rodrigo Cortés,Male
Armen Oganezov,Male
Mike Marvin,Male
Michelle Danner,Female
Chris Addison,Male
Egor Abramenko,Male
,Unknown
Merian C. Cooper,Female
James Ponsoldt,Male
Phil Tippett,Male
Douglas McGrath,Male
Sitisiri Mongkolsiri,Unknown
Charles Crichton,Male
Jessica Bendinger,Female
Greg Berlanti,Male
Michael Grandage,Male
Christopher Caldwell,Male
Zalman King,Male
Luke Scott,Male
Joel Anderson,Male
Ate de Jong,Male
Jeannot Szwarc,Male
Clark Johnson,Male
Juel Taylor,Male
Peter Faiman,Male
Jacques Tourneur,Male
Scott Speer,Male
Neal Israel,Male
Kurtis David Harder,Male
Wade Allain-Marcus,Male
Harry Macqueen,Male
Tom George,Male
Peter Greenaway,Male
Joseph Sargent,Male
Petr Jákl,Male
Boris Kunz,Male
Scott Frank,Male
Jon Amiel,Male
Gary Dauberman,Male
Michael Crichton,Male
Peter R. Hunt,Male
Ernest R. Dickerson,Male
Andrew Douglas,Male
Lindsey Anderson Beer,Female
Ted Berman,Male
Fritz Kiersch,Male
Robert Lorenz,Male
Rob Epstein,Male
Philippe Diaz,Male
Marian Bushan,Male
Maria Schrader,Female
Mark Helfrich,Male
Alan Metter,Male
Nigina Sayfullaeva,Female
Wilson Yip,Male
Adam Rifkin,Male
Hal Ashby,Male
Boots Riley,Male
Oran Zegman,Male
Marcus Dunstan,Male
Kevin Lewis,Male
Rodman Flender,Male
Dennie Gordon,Male
James Bobin,Male
Jesse Peretz,Male
Blair Hayes,Male
Charlie Kaufman,Male
James Fargo,Male
Stefen Fangmeier,Male
Dan Fogelman,Male
Nicol Paone,Female
Lila Neugebauer,Female
Mike Barker,Male
Tony Bill,Male
Fred Dekker,Male
Richard Lester,Male
Kevin Bray,Male
Bobby Moresco,Male
Shane Carruth,Male
Corey Yuen,Male
Stanley Kramer,Male
Chris Foggin,Male
John Patrick Shanley,Male
Mike Cahill,Male
Jonathan Kaplan,Male
David Swift,Male
Zu Quirke,Female
Joseph L. Mankiewicz,Male
Todd Solondz,Male
Henry King,Male
Chung-Hyun Lee,Male
Julie Taymor,Female
James DeMonaco,Male
Mel Eslyn,Female
Eva Longoria,Female
John R. Leonetti,Male
Gene Saks,Male
Paris Barclay,Male
Jean-Pierre Melville,Male
Peggy Holmes,Female
Debra Granik,Female
Les Clark,Male
Diane English,Female
Oliver Parker,Male
Alexander Witt,Male
Emilio Estevez,Male
Greg Beeman,Male
Eric Demeusy,Male
Ingmar Bergman,Male
David Leland,Male
Stephen Kemp,Male
Aleksander Bach,Male
Gary Sinise,Male
Allison Anders,Female
Kornél Mundruczó,Male
Brett Haley,Male
Anna Foerster,Female
James Merendino,Male
Danny Cannon,Male
Jerry Paris,Male
Peter Howitt,Male
Mark Dennis,Male
Potsy Ponciroli,Female
Chris Williams,Male
David L. Hunt,Male
Deniz Gamze Ergüven,Female
Dave Green,Male
Arthur Hiller,Male
Ulu Grosbard,Male
Molly Gordon,Female
Hugh Hudson,Male
Danny Glover,Male
Gregory Nava,Male
Akiva Goldsman,Male
Rafal Zielinski,Male
Patrick Read Johnson,Male
Tony Tost,Male
Menahem Golan,Male
Simon Stone,Male
Terry Zwigoff,Male
Nadine Crocker,Female
Simon Wincer,Male
Michael Herz,Male
Michael Thurmeier,Male
Michael Winner,Male
Todd Strauss-Schulson,Male
Augustine Frizzell,Female
Dax Shepard,Male
Kim Farrant,Female
Danis Tanovic,Male
Eric Leighton,Male
Stephen Chiodo,Male
Peter Lord,Male
Aaron Blaise,Male
Ron Shelton,Male
Joseph Zito,Male
Pat O'Connor,Male
Federico Fellini,Male
Ericson Core,Male
Alice Troughton,Female
Marek Kanievska,Male
Dome Karukoski,Male
Pablo Larraín,Male
John Moore,Male
George Nolfi,Male
Tanya Wexler,Female
Ira Sachs,Female
Sophie Barthes,Female
Jennifer Fox,Female
Kyle Mooney,Female
Bibo Bergeron,Male
Ken Annakin,Male
Jessica Yu,Female
Ash Brannon,Male
Jeff Baena,Male
Jonathan Milott,Male
Sam Peckinpah,Male
Anand Tucker,Male
Jean-Pierre Jeunet,Male
William Olsson,Male
Robin Pront,Male
Rick Rosenthal,Male
Christian Carion,Male
Buddy Van Horn,Male
Lorcan Finnegan,Male
Robert Moore,Male
Dean Fleischer Camp,Male
George Scribner,Male
BJ McDonnell,Male
John Ridley,Male
Peter Cattaneo,Male
Paco Plaza,Male
Christos Nikou,Male
Michael Benveniste,Male
Michael Caton-Jones,Male
Steven Quale,Male
Barbet Schroeder,Male
Jörg Buttgereit,Male
Dave Filoni,Male
Amir Shervan,Male
Bo Burnham,Male
Gary Alazraki,Male
Bong Joon Ho,Male
Susan Seidelman,Female
Tony Cervone,Male
Geoff Murphy,Male
André van Duren,Male
Ben Ketai,Male
Paco Cabezas,Male
Thom Eberhardt,Male
Adrienne Shelly,Female
Charles Guard,Male
Rupert Goold,Male
Nishikant Kamat,Male
Simon Verhoeven,Male
Stefan Ruzowitzky,Male
Stuart Gordon,Male
Nicole Conn,Female
Cody Cameron,Male
Lewis Gilbert,Male
Steve Carr,Male
R.J. Cutler,Male
Lewis Teague,Male
Jesse Dylan,Male
Alma Har'el,Female
Shari Springer Berman,Female
Peter Medak,Male
Wayne Roberts,Male
Steve Oedekerk,Male
Nick Moore,Male
Tim Wardle,Male
Matthew Bright,Male
Anna Biller,Female
Larry Fessenden,Male
Jack Clayton,Male
Russell Crowe,Male
Ralph Bakshi,Male
Boaz Yakin,Male
Terry Loane,Male
John Slattery,Male
John N. Smith,Male
James Cox,Male
Santiago Menghini,Male
Ryûhei Kitamura,Male
Brian Yuzna,Male
Mark DiSalle,Male
Michael Pressman,Male
Richard Brooks,Male
Volker Schlöndorff,Male
B.J. Novak,Male
Pawel Pawlikowski,Male
James Whale,Male
Bill Holderman,Male
Adam Salky,Male
Julian Jarrold,Male
Bernard Rose,Male
John Trengove,Male
Pitof,Male
Peter Collinson,Male
Franklin Ritch,Male
Wanuri Kahiu,Male
Norman Ferguson,Male
Peter Thorwarth,Male
Viljar Bøe,Male
Christian Nyby,Male
Lawrence Guterman,Male
Molly McGlynn,Female
Vadim Perelman,Male
Jimmy Hayward,Male
Joe Alves,Male
John Logan,Male
George Pal,Male
Jake Szymanski,Male
Charles Chaplin,Male
M.J. Bassett,Female
Benjamin China,Male
David M. Rosenthal,Male
Gail Mancuso,Female
Luke Sparke,Male
Elijah Bynum,Male
Peter Hyams,Male
Eva Husson,Female
Park Chan-wook,Male
Mark Griffiths,Male
Andy Palmer,Male
Toby Wilkins,Male
William Malone,Male
Boaz Davidson,Male
Les Mayfield,Male
Luis Valdez,Male
Mel Damski,Female
John Gulager,Male
Wally Pfister,Male
Rob Greenberg,Male
Kirsten Sheridan,Female
Assaf Bernstein,Male
David Silverman,Male
Sergei Bodrov,Male
Maggie Carey,Female
Alice Englert,Female
Jessica Sharzer,Female
Bishal Dutta,Male
Eren Celeboglu,Male
Beth de Araújo,Female
Talia Osteen,Female
Thomas Schlamme,Male
Jake Schreier,Male
Brit McAdams,Female
Cooper Raiff,Male
Hesheng Xiang,Male
Richard Benjamin,Male
Eric Amadio,Male
Howard McCain,Male
David Soren,Male
Julien Temple,Male
Ramón Menéndez,Male
Richard Bates Jr.,Male
Allan Ungar,Male
Ken Finkleman,Male
David Leveaux,Male
Josef Rusnak,Male
Scott Z. Burns,Male
Joshua Caldwell,Male
Frank Henenlotter,Male
Charles Ferguson,Male
Virginie Despentes,Female
David Schwimmer,Male
Kasi Lemmons,Male
Colin Minihan,Male
Carl Franklin,Male
Rowan Joffe,Male
Henry Joost,Male
Stan Dragoti,Male
Laura Moss,Female
Jamie Blanks,Female
Drew Barrymore,Male
Timo Vuorensola,Male
Nicolas Pesce,Male
Brett Leonard,Male
Gary Winick,Male
Don Chaffey,Male
Joshua Logan,Male
Colin Kennedy,Male
Brian Gibson,Male
Greg Tiernan,Male
Lucky McKee,Male
Steven R. Monroe,Male
Michael Dowse,Male
Susan Stroman,Female
Don Mancini,Male
Lev L. Spiro,Male
Elliott Lester,Male
Ben Lewin,Male
Mehdi Avaz,Male
Sherry Hormann,Female
Danny Steinmann,Male
James D'Arcy,Male
Audrey Diwan,Female
Michael Davis,Male
Hallie Meyers-Shyer,Female
S.K. Dale,Male
Nick Rowland,Male
Natalie Erika James,Female
Michael Jai White,Male
Alan Poul,Male
George Armitage,Male
Charlie Bean,Male
Shana Feste,Female
Joseph Winter,Male
Bob Rafelson,Male
John Schultz,Male
Brendan Steere,Male
Vasilis Katsoupis,Male
Peter Atencio,Male
Jacques Rivette,Male
Christian Schwochow,Male
Robert Longo,Male
Tom Green,Male
Doug Ellin,Male
Darren Lynn Bousman,Male
Patricia Riggen,Female
Kristoffer Nyholm,Male
Jee-woon Kim,Unknown
Billy Ray,Male
Peter Kosminsky,Male
Nicholas Hytner,Male
Andrew Erwin,Male
Daniel Stamm,Male
Hideo Nakata,Male
Patricia Rozema,Female
Chiwetel Ejiofor,Female
Sacha Gervasi,Female
Xavier Dolan,Male
Mark Slutsky,Male
James Signorelli,Male
Brett Donowho,Male
Camille Griffin,Female
Richie Keen,Male
Melissa Miller Costanzo,Female
Christopher Morris,Male
Austin Bragg,Male
David Anspaugh,Male
Tim Roth,Male
Alejandro Amenábar,Male
Matthew Ross,Male
Jesse V. Johnson,Male
Måns Mårlind,Male
Peter Webber,Male
Ben Palmer,Male
Jonathan Frakes,Male
Paul Gross,Male
Wolfgang Becker,Male
Kevin Connor,Male
Gerard Bush,Male
Robert Lieberman,Male
Drew Pearce,Male
Matthew Reilly,Male
Grant Sputore,Male
Fernando Coimbra,Male
Simon Godwin,Male
Erlingur Thoroddsen,Male
Uli Edel,Male
Oliver Hirschbiegel,Male
Jimmy Chin,Male
Christy Hall,Female
James Frawley,Male
Kristina Buozyte,Female
Frank Borzage,Male
Marjane Satrapi,Unknown
Matt Spicer,Male
Steven C. Miller,Male
Nate Parker,Female
Andy Armstrong,Male
Thurop Van Orman,Unknown
Lewis Milestone,Male
Paul Tibbitt,Male
Kevin Tenney,Male
Philip G. Atwell,Male
Richard Shepard,Male
Lulu Wang,Male
Brian Andrew Mendoza,Male
Jennifer Lynch,Female
Robert Harmon,Male
Fernando Meirelles,Male
Miguel Arteta,Male
Charles Martin Smith,Male
James Sbardellati,Male
Brian Klugman,Male
Nathan Frankowski,Male
Zak Hilditch,Male
Daniel Ragussis,Male
John Hyams,Male
John Farrow,Male
Jen Soska,Female
Matt Brown,Male
Nida Manzoor,Female
Elizabeth Wood,Female
Deon Taylor,Male
Rupert Wainwright,Male
Elisa Amoruso,Female
Joe Cornish,Male
Peter Sollett,Male
Nick Hurran,Male
Alek Keshishian,Unknown
Brian Kirk,Male
Trish Sie,Female
Scott Schirmer,Male
Floria Sigismondi,Female
Mark Burman,Male
Jonathan Jakubowicz,Male
Mona Fastvold,Female
Tod Browning,Male
Stan Winston,Male
Byron Haskin,Male
Calmatic,Unknown
Banjong Pisanthanakun,Unknown
Etan Cohen,Unknown
Lou Adler,Male
David Carson,Male
Pippa Ehrlich,Female
Ali Abbasi,Male
Matt Smukler,Male
John Lounsbery,Male
Charles Stone III,Male
Matthew O'Callaghan,Male
Craig R. Baxley,Male
Kyle Marvin,Female
Saul Dibb,Male
Adam MacDonald,Male
Bruce D. Clark,Male
Phil Joanou,Male
Justin Chon,Male
Kirk DeMicco,Male
Gary McKendry,Male
Francine McDougall,Female
Peter Winther,Male
Jorma Taccone,Male
Matt Carter,Male
Christian Sesma,Male
John Mackenzie,Male
Gee Malik Linton,Unknown
Ben Ramsey,Male
Justin Routt,Male
Jessica Hausner,Female
Steve Bendelack,Male
Axelle Laffont,Female
Joosje Duk,Unknown
Bill Pohlad,Male
Gurinder Chadha,Male
Robert Bierman,Male
Henry Levin,Male
Wayne Kramer,Male
Martin Zandvliet,Male
Andrew V. McLaglen,Male
Declan Lawn,Male
Andy Fickman,Male
Dan Brown,Male
Sebastián Cordero,Male
Andrew Hyatt,Male
Anthony Bhagyaraj,Male
Ben Younger,Male
Ramin Bahrani,Male
Borja Brun,Male
Sergio Pablos,Male
Sarah Spillane,Female
Hendel Butoy,Unknown
Peter Markle,Male
Jamie Foxx,Female
Gregory Jacobs,Male
Josh Gordon,Male
Ry Russo-Young,Unknown
John Alan Schwartz,Male
Malgorzata Szumowska,Unknown
Theodore Melfi,Male
Phil Traill,Male
Kent Alterman,Male
Joan Micklin Silver,Female
Chris Nahon,Male
Kevin Greutert,Male
Jodie Foster,Female
Robert Mandel,Male
Vic Armstrong,Male
Drake Doremus,Male
Joe Nussbaum,Male
Le-Van Kiet,Unknown
Paul Mazursky,Male
Jay Russell,Male
Vikas Bahl,Male
Mark Jones,Male
George Sluizer,Male
Nicholas Jarecki,Male
Daniel Barnz,Male
David Hogan,Male
Scott Sanders,Male
James Algar,Male
Ian Samuels,Male
John Michael McDonagh,Male
Walter Salles,Male
John Barr,Male
Max Winkler,Male
Bertie Ellwood,Female
Bille August,Unknown
Alison Brie,Female
John Irvin,Male
Farhad Safinia,Male
Danishka Esterhazy,Unknown
Kimble Rendall,Unknown
Fletcher Moules,Male
Joachim Back,Male
Nitesh Tiwari,Unknown
Sheldon Lettich,Male
Mike Mills,Male
Michael Schultz,Male
Keith Thomas,Male
Shaka King,Unknown
Johnny Depp,Male
Daina Reid,Female
Carlo Mirabella-Davis,Male
Clare Kilner,Female
Gavin J. Konop,Male
Marcel Sarmiento,Male
Tim Garrick,Male
Bruce Robinson,Male
Gregory Widen,Male
David Pastor,Male
Neil Armfield,Male
Bruce A. Evans,Male
Stuart Baird,Male
Bonnie Hunt,Female
Jon Harris,Male
James Isaac,Male
Gérard Pirès,Male
William Peter Blatty,Male
George Bowers,Male
John Lafia,Male
Erik Van Looy,Male
Mario Van Peebles,Male
Paul Lynch,Male
Richard Glatzer,Male
Bertrand Blier,Male
Joshua Oppenheimer,Male
Chris Appelhans,Male
William Shatner,Male
Pedro Almodóvar,Male
Peter Ramsey,Male
Jules Bass,Male
Kristen Bell,Female
Marti Noxon,Female
William Kaufman,Male
Robert Greenwald,Male
Chris Bailey,Male
Tom Vaughan,Male
Terry Miles,Male
George C. Wolfe,Male
Scott Hicks,Male
Savage Steve Holland,Unknown
Nicholas Maggio,Male
Will Sharpe,Male
Jack Sholder,Male
Remi Weekes,Male
Justin Zackham,Male
Massy Tadjedin,Unknown
Oz Perkins,Male
Andrea Di Stefano,Female
Jay Levey,Male
Christian Volckman,Male
Karen Maine,Female
Randall Miller,Male
Lars Klevberg,Male
Nzingha Stewart,Unknown
Scott Goldberg,Male
Levan Gabriadze,Male
Nic Mathieu,Male
Chinonye Chukwu,Unknown
Alejandro Jodorowsky,Male
Mitja Okorn,Male
Delmer Daves,Male
Bruce Hunt,Male
Mauro Borrelli,Male
Rob Thomas,Male
Tom Dey,Male
Adam Rehmeier,Male
John Luessenhop,Male
Stacie Passon,Female
Chris Sivertson,Male
Paul Solet,Male
Richard Ayoade,Male
Morton DaCosta,Male
Just Jaeckin,Male
John Wayne,Male
Eric Summer,Male
Josephine Decker,Female
Herbert James Winterstern,Male
Dee Rees,Female
Julianna Lavin,Female
David Hackl,Male
Albert Magnoli,Male
Charles Kaufman,Male
Ben Wheatley,Male
Chris Kentis,Male
Ed Harris,Male
Babak Jalali,Male
Jeff Wamester,Male
John Sayles,Male
Stephanie Allynne,Female
John Derek,Male
David Nutter,Male
Michael Tollin,Male
Nelson Shin,Male
Bill Forsyth,Male
Samuel Armstrong,Male
Rob Schneider,Male
Rod Amateau,Male
Jonathan Sobol,Male
Edward D. Wood Jr.,Male
Tibor Takács,Male
Steve Gordon,Male
Robert Stevenson,Male
Lucia Aniello,Female
Robert Rossen,Male
Richard Greenberg,Male
Steve Shill,Male
Mary Nighy,Female
Ricky Gervais,Male
Tanel Toom,Male
Nick Hamm,Male
Joanna Coates,Female
Stephen Elliott,Male
Michael Morris,Male
Leos Carax,Unknown
Michael Tiddes,Male
Antonia Bird,Female
Tyler Perry,Male
Jesse Atlas,Male
Doug Atchison,Male
Robert Ben Garant,Male
Barry W. Blaustein,Male
Hadrah Daeng Ratu,Unknown
Ben Howling,Male
Don Coscarelli,Male
Géla Babluani,Unknown
Mehmet Ada Öztekin,Male
Yarrow Cheney,Unknown
Eddie Murphy,Male
Mervyn LeRoy,Male
Tim Robbins,Male
Frank Pierson,Male
Albert Pyun,Male
Ajay Singh,Male
Andrew Scheinman,Male
Julian Schnabel,Male
Mark Goldblatt,Male
Roy Ward Baker,Male
Abhishek Pathak,Unknown
Mark Robson,Male
Irwin Winkler,Male
Thomas Bezucha,Male
Tim Hunter,Male
Ed Decter,Male
Hong Sung-ho,Unknown
Karen Leigh Hopkins,Female
Casper Christensen,Male
Gordon Douglas,Male
Gerard Barrett,Male
Aaron Hann,Male
Joel Souza,Male
Marc Lawrence,Male
Marcus Raboy,Male
Bryan Forbes,Male
Jim Archer,Male
Ciro Guerra,Male
Ellory Elkayem,Female
Beeban Kidron,Unknown
Todd Holland,Male
Alan Myerson,Male
Richie Adams,Male
Michael Gornick,Male
Franc Roddam,Male
James Napier Robertson,Male
George Sidney,Male
DK Welchman,Unknown
Vishal Bhardwaj,Unknown
Greg Barker,Male
Joel Silberg,Male
Sergio Corbucci,Male
Sacha Polak,Female
Andy Sidaris,Male
Mark Raso,Male
Andrew Patterson,Male
Robin Bissell,Male
Ivo van Hove,Male
Vaughn Stein,Male
John Maybury,Male
Stephen Gray,Male
Clay Tarver,Male
David Guy Levy,Male
Michael Chapman,Male
Ole Bornedal,Male
Daniel Petrie Jr.,Male
Alex Lehmann,Male
Marshall Fels Elliott,Male
Uwe Boll,Male
Daniel Kaluuya,Male
Kurt Kuenne,Male
Quinn Shephard,Male
Sujoy Ghosh,Unknown
Werner Herzog,Male
James Clavell,Male
Courtney Hunt,Female
Sebastian Gutierrez,Male
Jody Hill,Female
Janus Metz,Male
Joshua Michael Stern,Male
David Schmoeller,Male
Pier Giuseppe Murgia,Male
Floyd Mutrux,Male
Greg Coolidge,Male
Ron Underwood,Male
Sriram Raghavan,Unknown
Josh Duhamel,Male
Marley Morrison,Female
Chris Gorak,Male
Fernanda Cardoso,Female
Olivier Assayas,Male
Alfonso Arau,Male
Christian E. Christiansen,Male
Andrew Ahn,Male
Annabel Jankel,Female
Ryan Whitaker,Male
Kevin Sorbo,Male
Douglas Trumbull,Male
John A. Davis,Male
James Kent,Male
Brent Bonacorso,Male
Hany Abu-Assad,Male
Frances O'Connor,Female
Bart Layton,Male
Desiree Akhavan,Female
Hannah Fidell,Female
Azi Rahman,Unknown
Jeffrey Nachmanoff,Male
Courtney Solomon,Female
Vincent Sherman,Male
Jackie Chan,Unknown
Bruce Malmuth,Male
Cy Endfield,Male
Jimmy T. Murakami,Male
William Lustig,Male
Fred Schepisi,Male
Michael Cristofer,Male
Klay Hall,Unknown
Robert Radler,Male
Stuart McDonald,Male
Brian Levant,Male
Kevin Munroe,Male
Paloma Baeza,Female
Anthony Hayes,Male
Jim McBride,Male
Chris Stokes,Male
Justine Triet,Female
Eytan Rockaway,Male
John Cassavetes,Male
Stephen Susco,Male
Jeffrey Darling,Male
Richard Tanne,Male
Jonathan Prince,Male
Vysakh,Unknown
Goran Stolevski,Male
Charles Vidor,Male
Kar-Wai Wong,Unknown
Ernie Barbarash,Male
Benny Boom,Male
Hernán Jiménez,Male
Camille Delamarre,Female
Paul T. Scheuring,Male
Matthew Holness,Male
Aisling Walsh,Female
Stevan Mena,Male
D.W. Griffith,Unknown
Patrick Gilmore,Male
Daniel Goldhaber,Male
Lara Gallagher,Female
Kriv Stenders,Unknown
Hoyt Yeatman,Male
Sukumar,Unknown
Mark Pellington,Male
Adam Anders,Male
Colm McCarthy,Male
Sebastián Silva,Male
Gilles Paquet-Brenner,Male
Jack Bender,Male
Boris Sagal,Male
Daniel Attias,Male
Shane Dax Taylor,Male
Jayson Thiessen,Male
Elissa Down,Female
Cory Finley,Male
Kelly Reichardt,Female
Gene Wilder,Male
Paul Weiland,Male
Quentin Dupieux,Male
Tomm Moore,Male
Liam Gavin,Male
John Harrison,Male
Lexi Alexander,Female
Michael Sarne,Male
Adam Schindler,Male
Peter Cornwell,Male
Bille Woodruff,Unknown
Jack Hill,Male
Arie Posin,Male
Benjamin Millepied,Male
John Bonito,Male
Joe Penna,Male
Mark Christopher,Male
Ivan Sen,Male
Jack Arnold,Male
Edward Norton,Male
Patrick Brice,Male
Oliver Thompson,Male
Stewart Raffill,Male
Andrew Baird,Male
Charlie Stratton,Male
John Polson,Male
Marc Munden,Male
Godfrey Reggio,Male
Bob Gale,Male
Claudio Fragasso,Male
Jared Cohn,Male
Keanu Reeves,Male
Carol Morley,Female
Timo Tjahjanto,Male
Kevin Connolly,Male
Todd Robinson,Male
Princeton Holt,Unknown
Irvin S. Yeaworth Jr.,Male
Sudipto Sen,Unknown
Brannon Braga,Male
Magnus Martens,Male
Graham Baker,Male
Clea DuVall,Unknown
Cru Ennis,Unknown
Andrew Semans,Male
Anthony Waller,Male
Jordan Ross,Male
Peter Landesman,Male
Max Joseph,Male
Laurel Parmet,Female
Bob Spiers,Male
Mennan Yapo,Unknown
Mabrouk El Mechri,Male
Marco Schnabel,Male
Gary Nelson,Male
Adam Deacon,Male
Kevin Heffernan,Male
Asia Argento,Female
Allan Holzman,Male
Tod Williams,Male
Rishab Shetty,Unknown
Angela Robinson,Female
Claudia Myers,Female
Amma Asante,Unknown
Hype Williams,Unknown
Stella Meghie,Female
Paul Currie,Male
Harry Winer,Male
Tom Laughlin,Male
Anthony Mann,Male
F. Javier Gutiérrez,Unknown
Joseph Vilsmaier,Male
Christine Jeffs,Female
Kazuaki Kiriya,Male
Morrisa Maltz,Unknown
A.V. Rockwell,Unknown
Troy Miller,Male
Brian Taylor,Male
Kevin Donovan,Male
Sia,Female
R. Balki,Unknown
Julian Gilbey,Male
Herk Harvey,Unknown
Bob Saget,Male
Léa Pool,Female
Gary Sherman,Male
Jim Wynorski,Male
Casey La Scala,Unknown
Yoshiaki Kawajiri,Male
Óskar Thór Axelsson,Male
James Mather,Male
John Krokidas,Male
Marius Vaysberg,Male
Charlotte Regan,Female
Melville Shavelson,Unknown
Mani Ratnam,Male
Marc Rocco,Male
Brian K. Williams,Male
Jacob Estes,Male
Juan Solanas,Male
Jerusha Hess,Unknown
Ari Sandel,Male
Anurag Kashyap,Unknown
Craig Johnson,Male
Rightor Doyle,Unknown
Rick Famuyiwa,Male
Kristian Levring,Male
Andrzej Bartkowiak,Male
André De Toth,Male
Peter Sullivan,Male
Jonah Markowitz,Male
Luis Mandoki,Male
Charles Nichols,Male
Michael Lembeck,Male
Jerry Zaks,Male
Sam Levinson,Male
Brian Baugh,Male
Rebekah McKendry,Female
Hart Bochner,Unknown
Jon Stewart,Male
Reginald Hudlin,Male
Jerry Rees,Male
John Curran,Male
Ernst Lubitsch,Male
Benjamin Christensen,Male
Genie Joseph,Unknown
Alexandros Avranas,Male
Paul Hyett,Male
Matthew Gentile,Male
Paul Weitz,Male
Peeter Rebane,Male
Hal Needham,Male
Apoorv Singh Karki,Unknown
Paul Andrew Williams,Male
Kabir Khan,Male
Robert Sparr,Male
Lena Dunham,Female
Amy Koppelman,Female
Eddie Alcazar,Male
Marshall Herskovitz,Male
Rob Diamond,Male
Daisy von Scherler Mayer,Female
Ellen Hovde,Female
Karan Johar,Female
Tom Savini,Male
Carroll Ballard,Male
Olivier Dahan,Male
Manny Coto,Female
Spencer Brown,Male
Carla Gutierrez,Female
Christian Duguay,Male
Louisa Warren,Female
James Yukich,Male
Mike McCoy,Male
Gerald Kargl,Male
Kerry Conran,Female
Graham Phillips,Male
Tali Shalom-Ezer,Female
Steven LaMorte,Male
James Nguyen,Male
Jonathan Kasdan,Male
Johnny Martin,Male
Douglas Sirk,Male
Jon Cassar,Male
Toa Fraser,Unknown
Chris Robinson,Male
Robert Cullen,Male
Sergey Bondarchuk,Male
Rodrigo Gudiño,Male
Martin Davidson,Male
Tyler MacIntyre,Male
Elliot Silverstein,Male
Iris K. Shim,Female
Isaac Gabaeff,Male
Dwight H. Little,Male
Alice Wu,Female
Mira Nair,Female
Holly Goldberg Sloan,Female
Ferzan Özpetek,Unknown
Marlon Brando,Male
Val Guest,Female
Heitor Dhalia,Male
Stuart Beattie,Male
Adriana Trigiani,Female
Zal Batmanglij,Unknown
Sally Potter,Female
Sebastian Schipper,Male
Philipp Stölzl,Male
Suzi Ewing,Female
Daniel Petrie,Male
Jennifer Cram,Female
Richard Rich,Male
Advait Chandan,Unknown
Luke Snellin,Male
Nicolas Gessner,Male
Nikkhil Advani,Unknown
Lori Evans Taylor,Female
A.J. Edwards,Unknown
Asiqujjaman Anik,Unknown
Amy Poehler,Female
Perry Andelin Blake,Male
Alfred Sole,Male
Juan Jesús García Galocha,Male
Bo Zenga,Male
Jill Culton,Female
Can Evrenol,Unknown
Eugene Kotlyarenko,Male
Jaume Balagueró,Male
Louis C.K.,Male
Allen Hughes,Male
Walter Lang,Male
Robert D. Krzykowski,Male
Paul Glickler,Male
Asger Leth,Male
Randall Emmett,Male
Conor Allyn,Male
Vincent Paronnaud,Male
Kevin Goetz,Male
Stephen Surjik,Male
Elise Durán,Female
Skye Borgman,Female
Roger Corman,Male
Betty Kaplan,Female
Stephen Williams,Male
Rachel Lee Goldenberg,Female
Paul Dano,Male
Michael Pearce,Male
Peter Strickland,Male
Marc Meyers,Male
Maryam Keshavarz,Female
Danny Wolf,Male
